Step,AgentID,Speed,VehicleType,Position
2602,532,21.6,Motorcycle,"(281474610, 236306981)"
2602,533,10.8,Motorcycle,"(281474610, 236306981)"
2602,534,18.0,Car,"(281474691, 281474610)"
2602,535,7.2,Car,"(273461469, 236160072)"
2602,536,21.6,Truck,"(495649040, 273461469)"
2602,537,14.4,Bus,"(3044475380, 281474691)"
2602,538,10.8,Motorcycle,"(3376781934, 281474691)"
2603,526,14.4,Bus,"(281474691, 3376781934)"
2603,530,14.4,Car,"(236306981, 236160006)"
2603,531,10.8,Motorcycle,"(281474610, 236306981)"
2603,532,18.0,Motorcycle,"(281474610, 236306981)"
2603,533,7.2,Motorcycle,"(281474610, 236306981)"
2603,534,14.4,Car,"(281474691, 281474610)"
2603,535,10.8,Car,236160072
2603,536,18.0,Truck,"(495649040, 273461469)"
2603,537,18.0,Bus,"(3044475380, 281474691)"
2603,538,14.4,Motorcycle,"(3376781934, 281474691)"
2603,539,0.0,Truck,281474610
2604,526,10.8,Bus,"(281474691, 3376781934)"
2604,531,14.4,Motorcycle,"(281474610, 236306981)"
2604,532,14.4,Motorcycle,"(281474610, 236306981)"
2604,533,3.6,Motorcycle,"(281474610, 236306981)"
2604,534,10.8,Car,"(281474691, 281474610)"
2604,535,7.2,Car,"(236160072, 236160006)"
2604,536,21.6,Truck,"(495649040, 273461469)"
2604,537,21.6,Bus,"(3044475380, 281474691)"
2604,538,10.8,Motorcycle,"(3376781934, 281474691)"
2604,539,0.0,Truck,281474610
2605,526,7.2,Bus,"(281474691, 3376781934)"
2605,531,18.0,Motorcycle,"(281474610, 236306981)"
2605,533,7.2,Motorcycle,"(281474610, 236306981)"
2605,534,7.2,Car,"(281474691, 281474610)"
2605,535,10.8,Car,"(236160072, 236160006)"
2605,536,18.0,Truck,"(495649040, 273461469)"
2605,537,25.2,Bus,"(3044475380, 281474691)"
2605,538,7.2,Motorcycle,"(3376781934, 281474691)"
2605,539,0.0,Truck,281474610
2606,526,3.6,Bus,"(281474691, 3376781934)"
2606,531,14.4,Motorcycle,"(281474610, 236306981)"
2606,533,10.8,Motorcycle,"(281474610, 236306981)"
2606,534,10.8,Car,281474610
2606,535,14.4,Car,"(236160072, 236160006)"
2606,536,14.4,Truck,273461469
2606,537,25.2,Bus,"(3044475380, 281474691)"
2606,538,3.6,Motorcycle,"(3376781934, 281474691)"
2606,539,0.0,Truck,281474610
2606,540,0.0,Car,"(264345061, 236160006)"
2607,531,10.8,Motorcycle,"(281474610, 236306981)"
2607,533,14.4,Motorcycle,"(281474610, 236306981)"
2607,534,7.2,Car,281474610
2607,535,18.0,Car,"(236160072, 236160006)"
2607,536,10.8,Truck,"(273461469, 236160072)"
2607,537,25.2,Bus,"(3044475380, 281474691)"
2607,538,0.0,Motorcycle,"(3376781934, 281474691)"
2607,539,0.0,Truck,"(281474610, 236306981)"
2607,540,3.6,Car,"(264345061, 236160006)"
2607,541,0.0,Car,"(236306981, 236160006)"
2608,531,14.4,Motorcycle,236306981
2608,533,10.8,Motorcycle,"(281474610, 236306981)"
2608,534,3.6,Car,281474610
2608,535,21.6,Car,"(236160072, 236160006)"
2608,536,7.2,Truck,236160072
2608,537,21.6,Bus,"(3044475380, 281474691)"
2608,538,3.6,Motorcycle,281474691
2608,539,3.6,Truck,"(281474610, 236306981)"
2608,540,7.2,Car,"(264345061, 236160006)"
2608,541,3.6,Car,"(236306981, 236160006)"
2608,542,0.0,Car,"(236160072, 236160006)"
2609,531,10.8,Motorcycle,"(236306981, 236160006)"
2609,533,14.4,Motorcycle,"(281474610, 236306981)"
2609,534,0.0,Car,"(281474610, 236306981)"
2609,535,25.2,Car,"(236160072, 236160006)"
2609,536,3.6,Truck,236160072
2609,537,18.0,Bus,"(3044475380, 281474691)"
2609,538,0.0,Motorcycle,"(281474691, 281474610)"
2609,539,7.2,Truck,"(281474610, 236306981)"
2609,540,10.8,Car,236160006
2609,541,7.2,Car,"(236306981, 236160006)"
2609,542,3.6,Car,"(236160072, 236160006)"
2610,531,14.4,Motorcycle,"(236306981, 236160006)"
2610,533,10.8,Motorcycle,"(281474610, 236306981)"
2610,534,3.6,Car,"(281474610, 236306981)"
2610,535,25.2,Car,"(236160072, 236160006)"
2610,536,0.0,Truck,236160072
2610,537,14.4,Bus,"(3044475380, 281474691)"
2610,538,3.6,Motorcycle,"(281474691, 281474610)"
2610,539,10.8,Truck,"(281474610, 236306981)"
2610,540,7.2,Car,"(236160006, 236306981)"
2610,541,10.8,Car,"(236306981, 236160006)"
2610,542,7.2,Car,"(236160072, 236160006)"
2610,543,0.0,Car,"(495649054, 495649052)"
2611,531,18.0,Motorcycle,"(236306981, 236160006)"
2611,533,7.2,Motorcycle,"(281474610, 236306981)"
2611,534,7.2,Car,"(281474610, 236306981)"
2611,535,25.2,Car,"(236160072, 236160006)"
2611,536,0.0,Truck,236160072
2611,537,10.8,Bus,"(3044475380, 281474691)"
2611,538,7.2,Motorcycle,"(281474691, 281474610)"
2611,539,14.4,Truck,"(281474610, 236306981)"
2611,540,10.8,Car,"(236160006, 236306981)"
2611,541,14.4,Car,"(236306981, 236160006)"
2611,542,10.8,Car,"(236160072, 236160006)"
2611,543,3.6,Car,"(495649054, 495649052)"
2612,531,21.6,Motorcycle,"(236306981, 236160006)"
2612,533,10.8,Motorcycle,236306981
2612,534,10.8,Car,"(281474610, 236306981)"
2612,535,25.2,Car,"(236160072, 236160006)"
2612,536,0.0,Truck,"(236160072, 236160006)"
2612,537,14.4,Bus,"(3044475380, 281474691)"
2612,538,10.8,Motorcycle,"(281474691, 281474610)"
2612,539,18.0,Truck,"(281474610, 236306981)"
2612,540,14.4,Car,"(236160006, 236306981)"
2612,541,18.0,Car,"(236306981, 236160006)"
2612,542,14.4,Car,"(236160072, 236160006)"
2612,543,7.2,Car,"(495649054, 495649052)"
2612,544,0.0,Car,"(495649040, 495649052)"
2613,531,18.0,Motorcycle,"(236306981, 236160006)"
2613,533,7.2,Motorcycle,"(236306981, 236160006)"
2613,534,14.4,Car,"(281474610, 236306981)"
2613,535,25.2,Car,"(236160072, 236160006)"
2613,536,3.6,Truck,"(236160072, 236160006)"
2613,537,10.8,Bus,281474691
2613,538,14.4,Motorcycle,"(281474691, 281474610)"
2613,539,14.4,Truck,"(281474610, 236306981)"
2613,540,18.0,Car,"(236160006, 236306981)"
2613,541,21.6,Car,"(236306981, 236160006)"
2613,542,18.0,Car,"(236160072, 236160006)"
2613,543,10.8,Car,"(495649054, 495649052)"
2613,544,3.6,Car,"(495649040, 495649052)"
2614,531,14.4,Motorcycle,"(236306981, 236160006)"
2614,533,10.8,Motorcycle,"(236306981, 236160006)"
2614,534,18.0,Car,"(281474610, 236306981)"
2614,535,25.2,Car,"(236160072, 236160006)"
2614,536,7.2,Truck,"(236160072, 236160006)"
2614,537,7.2,Bus,"(281474691, 281474610)"
2614,538,18.0,Motorcycle,"(281474691, 281474610)"
2614,539,10.8,Truck,236306981
2614,540,21.6,Car,"(236160006, 236306981)"
2614,541,18.0,Car,"(236306981, 236160006)"
2614,542,21.6,Car,"(236160072, 236160006)"
2614,543,14.4,Car,"(495649054, 495649052)"
2614,544,7.2,Car,"(495649040, 495649052)"
2614,545,0.0,Car,"(495649052, 495649040)"
2615,531,10.8,Motorcycle,"(236306981, 236160006)"
2615,533,14.4,Motorcycle,"(236306981, 236160006)"
2615,534,14.4,Car,"(281474610, 236306981)"
2615,535,25.2,Car,"(236160072, 236160006)"
2615,536,10.8,Truck,"(236160072, 236160006)"
2615,537,10.8,Bus,"(281474691, 281474610)"
2615,538,21.6,Motorcycle,"(281474691, 281474610)"
2615,539,7.2,Truck,236306981
2615,540,18.0,Car,"(236160006, 236306981)"
2615,541,14.4,Car,236160006
2615,542,25.2,Car,"(236160072, 236160006)"
2615,543,18.0,Car,"(495649054, 495649052)"
2615,544,10.8,Car,"(495649040, 495649052)"
2615,545,3.6,Car,"(495649052, 495649040)"
2616,531,7.2,Motorcycle,"(236306981, 236160006)"
2616,533,18.0,Motorcycle,"(236306981, 236160006)"
2616,534,10.8,Car,"(281474610, 236306981)"
2616,535,25.2,Car,"(236160072, 236160006)"
2616,536,14.4,Truck,"(236160072, 236160006)"
2616,537,14.4,Bus,"(281474691, 281474610)"
2616,538,25.2,Motorcycle,"(281474691, 281474610)"
2616,539,3.6,Truck,"(236306981, 236160006)"
2616,540,14.4,Car,"(236160006, 236306981)"
2616,541,10.8,Car,"(236160006, 236160072)"
2616,542,25.2,Car,"(236160072, 236160006)"
2616,543,21.6,Car,"(495649054, 495649052)"
2616,544,14.4,Car,"(495649040, 495649052)"
2616,545,7.2,Car,"(495649052, 495649040)"
2617,531,3.6,Motorcycle,"(236306981, 236160006)"
2617,533,14.4,Motorcycle,"(236306981, 236160006)"
2617,534,7.2,Car,"(281474610, 236306981)"
2617,535,25.2,Car,"(236160072, 236160006)"
2617,536,18.0,Truck,"(236160072, 236160006)"
2617,537,18.0,Bus,"(281474691, 281474610)"
2617,538,21.6,Motorcycle,"(281474691, 281474610)"
2617,539,7.2,Truck,"(236306981, 236160006)"
2617,540,10.8,Car,236306981
2617,541,14.4,Car,"(236160006, 236160072)"
2617,542,25.2,Car,"(236160072, 236160006)"
2617,543,25.2,Car,"(495649054, 495649052)"
2617,544,18.0,Car,"(495649040, 495649052)"
2617,545,10.8,Car,"(495649052, 495649040)"
2618,531,7.2,Motorcycle,236160006
2618,533,18.0,Motorcycle,"(236306981, 236160006)"
2618,534,3.6,Car,"(281474610, 236306981)"
2618,535,25.2,Car,"(236160072, 236160006)"
2618,536,21.6,Truck,"(236160072, 236160006)"
2618,537,21.6,Bus,"(281474691, 281474610)"
2618,538,18.0,Motorcycle,"(281474691, 281474610)"
2618,539,10.8,Truck,"(236306981, 236160006)"
2618,540,7.2,Car,"(236306981, 281474610)"
2618,541,18.0,Car,"(236160006, 236160072)"
2618,542,25.2,Car,"(236160072, 236160006)"
2618,543,25.2,Car,"(495649054, 495649052)"
2618,544,21.6,Car,"(495649040, 495649052)"
2618,545,14.4,Car,"(495649052, 495649040)"
2619,531,3.6,Motorcycle,"(236160006, 236160072)"
2619,533,14.4,Motorcycle,"(236306981, 236160006)"
2619,534,7.2,Car,236306981
2619,535,25.2,Car,"(236160072, 236160006)"
2619,536,25.2,Truck,"(236160072, 236160006)"
2619,537,25.2,Bus,"(281474691, 281474610)"
2619,538,21.6,Motorcycle,"(281474691, 281474610)"
2619,539,14.4,Truck,"(236306981, 236160006)"
2619,540,10.8,Car,"(236306981, 281474610)"
2619,541,21.6,Car,"(236160006, 236160072)"
2619,542,25.2,Car,"(236160072, 236160006)"
2619,543,21.6,Car,"(495649054, 495649052)"
2619,544,18.0,Car,"(495649040, 495649052)"
2619,545,18.0,Car,"(495649052, 495649040)"
2620,531,7.2,Motorcycle,"(236160006, 236160072)"
2620,533,10.8,Motorcycle,"(236306981, 236160006)"
2620,534,3.6,Car,"(236306981, 236160006)"
2620,535,25.2,Car,"(236160072, 236160006)"
2620,536,25.2,Truck,"(236160072, 236160006)"
2620,537,21.6,Bus,"(281474691, 281474610)"
2620,538,18.0,Motorcycle,"(281474691, 281474610)"
2620,539,18.0,Truck,"(236306981, 236160006)"
2620,540,14.4,Car,"(236306981, 281474610)"
2620,541,25.2,Car,"(236160006, 236160072)"
2620,542,25.2,Car,"(236160072, 236160006)"
2620,543,18.0,Car,"(495649054, 495649052)"
2620,544,14.4,Car,495649052
2620,545,21.6,Car,"(495649052, 495649040)"
2621,531,10.8,Motorcycle,"(236160006, 236160072)"
2621,533,7.2,Motorcycle,"(236306981, 236160006)"
2621,534,7.2,Car,"(236306981, 236160006)"
2621,535,21.6,Car,"(236160072, 236160006)"
2621,536,25.2,Truck,"(236160072, 236160006)"
2621,537,18.0,Bus,"(281474691, 281474610)"
2621,539,14.4,Truck,"(236306981, 236160006)"
2621,540,18.0,Car,"(236306981, 281474610)"
2621,541,25.2,Car,"(236160006, 236160072)"
2621,542,25.2,Car,"(236160072, 236160006)"
2621,543,14.4,Car,"(495649054, 495649052)"
2621,544,10.8,Car,"(495649052, 495649054)"
2621,545,18.0,Car,"(495649052, 495649040)"
2622,531,14.4,Motorcycle,"(236160006, 236160072)"
2622,533,3.6,Motorcycle,"(236306981, 236160006)"
2622,534,10.8,Car,"(236306981, 236160006)"
2622,535,18.0,Car,"(236160072, 236160006)"
2622,536,25.2,Truck,"(236160072, 236160006)"
2622,537,14.4,Bus,"(281474691, 281474610)"
2622,539,10.8,Truck,"(236306981, 236160006)"
2622,540,21.6,Car,"(236306981, 281474610)"
2622,541,25.2,Car,"(236160006, 236160072)"
2622,542,25.2,Car,"(236160072, 236160006)"
2622,543,10.8,Car,"(495649054, 495649052)"
2622,544,14.4,Car,"(495649052, 495649054)"
2622,545,14.4,Car,495649040
2623,531,18.0,Motorcycle,"(236160006, 236160072)"
2623,533,7.2,Motorcycle,236160006
2623,534,14.4,Car,"(236306981, 236160006)"
2623,535,21.6,Car,"(236160072, 236160006)"
2623,536,25.2,Truck,"(236160072, 236160006)"
2623,537,18.0,Bus,"(281474691, 281474610)"
2623,539,7.2,Truck,"(236306981, 236160006)"
2623,540,18.0,Car,"(236306981, 281474610)"
2623,541,25.2,Car,"(236160006, 236160072)"
2623,542,25.2,Car,"(236160072, 236160006)"
2623,543,7.2,Car,"(495649054, 495649052)"
2623,544,18.0,Car,"(495649052, 495649054)"
2623,545,10.8,Car,"(495649040, 273461469)"
2624,531,21.6,Motorcycle,"(236160006, 236160072)"
2624,533,3.6,Motorcycle,"(236160006, 236160072)"
2624,534,18.0,Car,"(236306981, 236160006)"
2624,535,18.0,Car,"(236160072, 236160006)"
2624,536,25.2,Truck,"(236160072, 236160006)"
2624,537,14.4,Bus,281474610
2624,540,14.4,Car,281474610
2624,541,25.2,Car,"(236160006, 236160072)"
2624,542,25.2,Car,"(236160072, 236160006)"
2624,543,3.6,Car,"(495649054, 495649052)"
2624,544,21.6,Car,"(495649052, 495649054)"
2624,545,14.4,Car,"(495649040, 273461469)"
2625,531,25.2,Motorcycle,"(236160006, 236160072)"
2625,533,7.2,Motorcycle,"(236160006, 236160072)"
2625,534,21.6,Car,"(236306981, 236160006)"
2625,535,14.4,Car,236160006
2625,536,25.2,Truck,"(236160072, 236160006)"
2625,537,10.8,Bus,"(281474610, 236306981)"
2625,540,10.8,Car,"(281474610, 281474691)"
2625,541,25.2,Car,"(236160006, 236160072)"
2625,542,25.2,Car,"(236160072, 236160006)"
2625,543,7.2,Car,495649052
2625,544,25.2,Car,"(495649052, 495649054)"
2625,545,18.0,Car,"(495649040, 273461469)"
2626,531,25.2,Motorcycle,"(236160006, 236160072)"
2626,533,10.8,Motorcycle,"(236160006, 236160072)"
2626,534,18.0,Car,"(236306981, 236160006)"
2626,535,10.8,Car,"(236160006, 236306981)"
2626,536,25.2,Truck,"(236160072, 236160006)"
2626,537,14.4,Bus,"(281474610, 236306981)"
2626,540,14.4,Car,"(281474610, 281474691)"
2626,541,25.2,Car,"(236160006, 236160072)"
2626,542,25.2,Car,"(236160072, 236160006)"
2626,543,3.6,Car,"(495649052, 495649040)"
2626,544,25.2,Car,"(495649052, 495649054)"
2626,545,21.6,Car,"(495649040, 273461469)"
2626,546,0.0,Bus,"(264345061, 236160006)"
2627,531,25.2,Motorcycle,"(236160006, 236160072)"
2627,533,14.4,Motorcycle,"(236160006, 236160072)"
2627,534,14.4,Car,236160006
2627,535,14.4,Car,"(236160006, 236306981)"
2627,536,25.2,Truck,"(236160072, 236160006)"
2627,537,18.0,Bus,"(281474610, 236306981)"
2627,540,18.0,Car,"(281474610, 281474691)"
2627,541,25.2,Car,"(236160006, 236160072)"
2627,542,21.6,Car,"(236160072, 236160006)"
2627,543,7.2,Car,"(495649052, 495649040)"
2627,544,25.2,Car,"(495649052, 495649054)"
2627,545,25.2,Car,"(495649040, 273461469)"
2627,546,3.6,Bus,"(264345061, 236160006)"
2628,531,25.2,Motorcycle,"(236160006, 236160072)"
2628,533,18.0,Motorcycle,"(236160006, 236160072)"
2628,534,10.8,Car,"(236160006, 236160072)"
2628,535,18.0,Car,"(236160006, 236306981)"
2628,536,25.2,Truck,"(236160072, 236160006)"
2628,537,14.4,Bus,"(281474610, 236306981)"
2628,540,21.6,Car,"(281474610, 281474691)"
2628,541,25.2,Car,"(236160006, 236160072)"
2628,542,18.0,Car,"(236160072, 236160006)"
2628,543,10.8,Car,"(495649052, 495649040)"
2628,544,21.6,Car,"(495649052, 495649054)"
2628,545,25.2,Car,"(495649040, 273461469)"
2628,546,7.2,Bus,236160006
2628,547,0.0,Car,"(281474691, 281474610)"
2629,531,25.2,Motorcycle,"(236160006, 236160072)"
2629,533,21.6,Motorcycle,"(236160006, 236160072)"
2629,534,14.4,Car,"(236160006, 236160072)"
2629,535,21.6,Car,"(236160006, 236306981)"
2629,536,25.2,Truck,"(236160072, 236160006)"
2629,537,18.0,Bus,"(281474610, 236306981)"
2629,540,25.2,Car,"(281474610, 281474691)"
2629,541,25.2,Car,"(236160006, 236160072)"
2629,542,14.4,Car,"(236160072, 236160006)"
2629,543,14.4,Car,"(495649052, 495649040)"
2629,544,18.0,Car,"(495649052, 495649054)"
2629,545,25.2,Car,"(495649040, 273461469)"
2629,546,3.6,Bus,"(236160006, 236306981)"
2629,547,3.6,Car,"(281474691, 281474610)"
2629,548,0.0,Motorcycle,"(495649040, 273461469)"
2630,531,25.2,Motorcycle,"(236160006, 236160072)"
2630,533,25.2,Motorcycle,"(236160006, 236160072)"
2630,534,18.0,Car,"(236160006, 236160072)"
2630,535,18.0,Car,"(236160006, 236306981)"
2630,536,21.6,Truck,"(236160072, 236160006)"
2630,537,14.4,Bus,236306981
2630,540,25.2,Car,"(281474610, 281474691)"
2630,541,25.2,Car,"(236160006, 236160072)"
2630,542,10.8,Car,"(236160072, 236160006)"
2630,543,18.0,Car,"(495649052, 495649040)"
2630,544,14.4,Car,"(495649052, 495649054)"
2630,545,25.2,Car,"(495649040, 273461469)"
2630,546,7.2,Bus,"(236160006, 236306981)"
2630,547,7.2,Car,"(281474691, 281474610)"
2630,548,3.6,Motorcycle,"(495649040, 273461469)"
2631,531,25.2,Motorcycle,"(236160006, 236160072)"
2631,533,25.2,Motorcycle,"(236160006, 236160072)"
2631,534,21.6,Car,"(236160006, 236160072)"
2631,535,14.4,Car,"(236160006, 236306981)"
2631,536,18.0,Truck,"(236160072, 236160006)"
2631,537,10.8,Bus,"(236306981, 236160006)"
2631,540,21.6,Car,"(281474610, 281474691)"
2631,541,25.2,Car,"(236160006, 236160072)"
2631,542,7.2,Car,"(236160072, 236160006)"
2631,543,21.6,Car,"(495649052, 495649040)"
2631,544,10.8,Car,"(495649052, 495649054)"
2631,545,21.6,Car,"(495649040, 273461469)"
2631,546,10.8,Bus,"(236160006, 236306981)"
2631,547,10.8,Car,"(281474691, 281474610)"
2631,548,7.2,Motorcycle,"(495649040, 273461469)"
2632,531,25.2,Motorcycle,"(236160006, 236160072)"
2632,533,25.2,Motorcycle,"(236160006, 236160072)"
2632,534,25.2,Car,"(236160006, 236160072)"
2632,535,10.8,Car,"(236160006, 236306981)"
2632,536,14.4,Truck,"(236160072, 236160006)"
2632,537,14.4,Bus,"(236306981, 236160006)"
2632,540,18.0,Car,"(281474610, 281474691)"
2632,541,25.2,Car,"(236160006, 236160072)"
2632,542,10.8,Car,236160006
2632,543,18.0,Car,"(495649052, 495649040)"
2632,544,7.2,Car,"(495649052, 495649054)"
2632,545,18.0,Car,"(495649040, 273461469)"
2632,546,14.4,Bus,"(236160006, 236306981)"
2632,547,14.4,Car,"(281474691, 281474610)"
2632,548,10.8,Motorcycle,"(495649040, 273461469)"
2633,531,25.2,Motorcycle,"(236160006, 236160072)"
2633,533,25.2,Motorcycle,"(236160006, 236160072)"
2633,534,25.2,Car,"(236160006, 236160072)"
2633,535,7.2,Car,"(236160006, 236306981)"
2633,536,18.0,Truck,"(236160072, 236160006)"
2633,537,18.0,Bus,"(236306981, 236160006)"
2633,540,14.4,Car,"(281474610, 281474691)"
2633,541,21.6,Car,"(236160006, 236160072)"
2633,542,7.2,Car,"(236160006, 236306981)"
2633,543,14.4,Car,"(495649052, 495649040)"
2633,544,3.6,Car,"(495649052, 495649054)"
2633,545,14.4,Car,"(495649040, 273461469)"
2633,546,18.0,Bus,"(236160006, 236306981)"
2633,547,18.0,Car,"(281474691, 281474610)"
2633,548,14.4,Motorcycle,"(495649040, 273461469)"
2634,531,25.2,Motorcycle,"(236160006, 236160072)"
2634,533,25.2,Motorcycle,"(236160006, 236160072)"
2634,534,25.2,Car,"(236160006, 236160072)"
2634,535,3.6,Car,"(236160006, 236306981)"
2634,536,14.4,Truck,236160006
2634,537,21.6,Bus,"(236306981, 236160006)"
2634,540,10.8,Car,"(281474610, 281474691)"
2634,541,18.0,Car,"(236160006, 236160072)"
2634,542,10.8,Car,"(236160006, 236306981)"
2634,543,10.8,Car,495649040
2634,545,10.8,Car,"(495649040, 273461469)"
2634,546,14.4,Bus,"(236160006, 236306981)"
2634,547,21.6,Car,"(281474691, 281474610)"
2634,548,18.0,Motorcycle,"(495649040, 273461469)"
2634,549,0.0,Car,"(3044475380, 281474691)"
2635,531,25.2,Motorcycle,"(236160006, 236160072)"
2635,533,25.2,Motorcycle,"(236160006, 236160072)"
2635,534,25.2,Car,"(236160006, 236160072)"
2635,536,10.8,Truck,"(236160006, 236306981)"
2635,537,18.0,Bus,"(236306981, 236160006)"
2635,540,14.4,Car,"(281474610, 281474691)"
2635,541,14.4,Car,"(236160006, 236160072)"
2635,542,14.4,Car,"(236160006, 236306981)"
2635,543,7.2,Car,"(495649040, 273461469)"
2635,545,7.2,Car,"(495649040, 273461469)"
2635,546,10.8,Bus,"(236160006, 236306981)"
2635,547,25.2,Car,"(281474691, 281474610)"
2635,548,21.6,Motorcycle,"(495649040, 273461469)"
2635,549,3.6,Car,"(3044475380, 281474691)"
2636,531,25.2,Motorcycle,"(236160006, 236160072)"
2636,533,25.2,Motorcycle,"(236160006, 236160072)"
2636,534,25.2,Car,"(236160006, 236160072)"
2636,536,14.4,Truck,"(236160006, 236306981)"
2636,537,14.4,Bus,"(236306981, 236160006)"
2636,540,10.8,Car,281474691
2636,541,10.8,Car,"(236160006, 236160072)"
2636,542,18.0,Car,"(236160006, 236306981)"
2636,543,10.8,Car,"(495649040, 273461469)"
2636,545,3.6,Car,"(495649040, 273461469)"
2636,546,14.4,Bus,236306981
2636,547,21.6,Car,"(281474691, 281474610)"
2636,548,25.2,Motorcycle,"(495649040, 273461469)"
2636,549,7.2,Car,"(3044475380, 281474691)"
2636,550,0.0,Truck,"(495649052, 495649040)"
2637,531,21.6,Motorcycle,"(236160006, 236160072)"
2637,533,25.2,Motorcycle,"(236160006, 236160072)"
2637,534,25.2,Car,"(236160006, 236160072)"
2637,536,18.0,Truck,"(236160006, 236306981)"
2637,540,7.2,Car,"(281474691, 3044475380)"
2637,541,7.2,Car,"(236160006, 236160072)"
2637,542,21.6,Car,"(236160006, 236306981)"
2637,543,14.4,Car,"(495649040, 273461469)"
2637,545,0.0,Car,"(495649040, 273461469)"
2637,546,10.8,Bus,"(236306981, 281474610)"
2637,547,18.0,Car,"(281474691, 281474610)"
2637,548,25.2,Motorcycle,"(495649040, 273461469)"
2637,549,10.8,Car,"(3044475380, 281474691)"
2637,550,3.6,Truck,"(495649052, 495649040)"
2638,531,18.0,Motorcycle,"(236160006, 236160072)"
2638,533,25.2,Motorcycle,"(236160006, 236160072)"
2638,534,25.2,Car,"(236160006, 236160072)"
2638,536,21.6,Truck,"(236160006, 236306981)"
2638,540,10.8,Car,"(281474691, 3044475380)"
2638,541,3.6,Car,"(236160006, 236160072)"
2638,542,18.0,Car,"(236160006, 236306981)"
2638,543,18.0,Car,"(495649040, 273461469)"
2638,545,3.6,Car,273461469
2638,546,14.4,Bus,"(236306981, 281474610)"
2638,547,14.4,Car,"(281474691, 281474610)"
2638,548,21.6,Motorcycle,"(495649040, 273461469)"
2638,549,14.4,Car,"(3044475380, 281474691)"
2638,550,7.2,Truck,"(495649052, 495649040)"
2639,531,14.4,Motorcycle,"(236160006, 236160072)"
2639,533,25.2,Motorcycle,"(236160006, 236160072)"
2639,534,25.2,Car,"(236160006, 236160072)"
2639,536,18.0,Truck,"(236160006, 236306981)"
2639,540,14.4,Car,"(281474691, 3044475380)"
2639,541,0.0,Car,"(236160006, 236160072)"
2639,542,14.4,Car,"(236160006, 236306981)"
2639,543,21.6,Car,"(495649040, 273461469)"
2639,545,0.0,Car,"(273461469, 236160072)"
2639,546,18.0,Bus,"(236306981, 281474610)"
2639,547,18.0,Car,"(281474691, 281474610)"
2639,548,25.2,Motorcycle,"(495649040, 273461469)"
2639,549,18.0,Car,"(3044475380, 281474691)"
2639,550,10.8,Truck,"(495649052, 495649040)"
2640,531,18.0,Motorcycle,"(236160006, 236160072)"
2640,533,25.2,Motorcycle,"(236160006, 236160072)"
2640,534,25.2,Car,"(236160006, 236160072)"
2640,540,18.0,Car,"(281474691, 3044475380)"
2640,541,3.6,Car,"(236160006, 236160072)"
2640,542,10.8,Car,236306981
2640,543,25.2,Car,"(495649040, 273461469)"
2640,545,3.6,Car,"(273461469, 236160072)"
2640,546,14.4,Bus,"(236306981, 281474610)"
2640,547,14.4,Car,281474610
2640,548,21.6,Motorcycle,"(495649040, 273461469)"
2640,549,21.6,Car,"(3044475380, 281474691)"
2640,550,14.4,Truck,"(495649052, 495649040)"
2641,531,14.4,Motorcycle,236160072
2641,533,25.2,Motorcycle,"(236160006, 236160072)"
2641,534,25.2,Car,"(236160006, 236160072)"
2641,540,21.6,Car,"(281474691, 3044475380)"
2641,541,0.0,Car,"(236160006, 236160072)"
2641,542,7.2,Car,"(236306981, 281474610)"
2641,543,25.2,Car,"(495649040, 273461469)"
2641,545,7.2,Car,"(273461469, 236160072)"
2641,546,10.8,Bus,"(236306981, 281474610)"
2641,547,10.8,Car,"(281474610, 236306981)"
2641,548,18.0,Motorcycle,"(495649040, 273461469)"
2641,549,25.2,Car,"(3044475380, 281474691)"
2641,550,18.0,Truck,"(495649052, 495649040)"
2642,531,10.8,Motorcycle,"(236160072, 267538595)"
2642,533,21.6,Motorcycle,"(236160006, 236160072)"
2642,534,25.2,Car,"(236160006, 236160072)"
2642,540,25.2,Car,"(281474691, 3044475380)"
2642,541,0.0,Car,"(236160006, 236160072)"
2642,542,10.8,Car,"(236306981, 281474610)"
2642,543,25.2,Car,"(495649040, 273461469)"
2642,545,3.6,Car,"(273461469, 236160072)"
2642,546,14.4,Bus,"(236306981, 281474610)"
2642,547,14.4,Car,"(281474610, 236306981)"
2642,548,14.4,Motorcycle,273461469
2642,549,25.2,Car,"(3044475380, 281474691)"
2642,550,14.4,Truck,"(495649052, 495649040)"
2643,531,14.4,Motorcycle,"(236160072, 267538595)"
2643,533,18.0,Motorcycle,"(236160006, 236160072)"
2643,534,25.2,Car,"(236160006, 236160072)"
2643,540,25.2,Car,"(281474691, 3044475380)"
2643,541,3.6,Car,236160072
2643,542,14.4,Car,"(236306981, 281474610)"
2643,543,21.6,Car,"(495649040, 273461469)"
2643,545,7.2,Car,236160072
2643,546,10.8,Bus,281474610
2643,547,18.0,Car,"(281474610, 236306981)"
2643,548,10.8,Motorcycle,"(273461469, 236160072)"
2643,549,25.2,Car,"(3044475380, 281474691)"
2643,550,10.8,Truck,"(495649052, 495649040)"
2644,531,18.0,Motorcycle,"(236160072, 267538595)"
2644,533,14.4,Motorcycle,"(236160006, 236160072)"
2644,534,25.2,Car,"(236160006, 236160072)"
2644,540,25.2,Car,"(281474691, 3044475380)"
2644,541,0.0,Car,"(236160072, 273461469)"
2644,542,18.0,Car,"(236306981, 281474610)"
2644,543,18.0,Car,"(495649040, 273461469)"
